몬틸나잇,커피전문점,3.9,35건,163,서울 서초구 서초중앙로18길 23 효암빌딩 1층
루프트커피 합정점,카페,3.2,20건,189,서울 마포구 양화로8길 32-10
랑데자뷰 건대점,카페,3.1,8건,86,서울 광진구 아차산로31길 3
보헤미안박이추커피공장 상암점,커피전문점,3.8,28건,19,서울 마포구 성암로 267 MBC몰파크 2층 201호
포멜로빈 공덕점,커피전문점,4.2,38건,83,서울 마포구 백범로 170 1층
오우아,카페,3.3,40건,214,서울 서초구 도구로1길 73-1 1층
라브리카페,카페,4.3,27건,73,서울 서초구 반포대로22길 64
무너미,카페,3.6,23건,119,서울 강북구 노해로8가길 40 1층
디트로네 잠실점,카페,3.3,24건,98,서울 송파구 석촌호수로 258 아르누보팰리스 105호
논탄토,카페,3.9,35건,132,서울 강남구 도산대로17길 35
